CASENUM HOUR LGT_COND WEATHER ALCOHOL TYP_INT REST_USE AIR_BAG SEVERITY VTRAFWAY VNUM_LAN VSPD_LIM VALIGN VSURCOND
201395314727 18 1 2 2 10 3 20 0 1 2 25 1 2
201395314746 21 2 1 2 3 5 0 1 3 2 45 1 1
201395314778 10 1 1 2 2 3 1 0 5 6 40 1 1
201395314804 15 1 2 2 3 3 8 0 3 2 40 1 1
201395314808 7 1 1 2 2 3 20 0 3 2 30 1 1
201395314827 13 1 1 2 1 3 20 0 1 2 45 1 1
201395314887 6 1 1 2 1 3 1 0 1 2 40 1 1
201395314895 16 1 1 2 1 5 0 0 1 2 55 1 1
201395314935 17 1 1 2 1 3 20 0 1 2 20 1 1
201395314936 10 1 1 2 1 3 20 1 5 2 45 1 1
201395314958 17 1 1 2 1 3 20 1 1 2 40 2 1
201395314973 2 3 10 2 2 3 20 0 1 3 45 1 1
201395314981 12 1 1 2 1 3 20 0 5 2 35 1 1
201395314990 9 1 1 2 1 7 20 1 3 3 70 2 1
201395314991 11 1 1 2 2 3 20 0 3 2 30 1 1
201395315008 13 1 1 2 1 3 20 0 1 2 25 1 1
201395315013 18 1 1 2 1 3 20 0 2 3 45 1 1
201395315022 16 1 2 2 1 3 20 1 3 2 70 1 2
201395315029 3 2 1 2 1 7 20 1 3 3 55 1 1
201395315042 22 3 1 2 1 5 0 0 3 2 45 1 1
201395315043 13 1 1 2 2 3 20 0 3 3 45 1 1
201395315085 8 1 1 2 2 3 20 0 1 2 30 1 1
201395315086 12 1 1 2 1 3 20 0 1 3 45 1 1
201395315126 7 1 1 2 2 3 20 0 2 2 40 1 1
201395315129 20 3 1 2 2 3 20 0 2 2 45 1 1
201395315133 23 2 10 2 3 3 20 1 2 2 55 1 2
201395315135 17 1 1 2 1 3 1 1 2 2 20 1 1
201395315138 11 1 1 2 2 3 20 0 1 2 30 1 1
201395315149 12 1 10 2 2 3 20 1 3 5 35 1 1
201395315151 7 1 1 2 1 3 20 0 3 4 40 1 1
201395315161 14 1 1 2 3 3 20 0 5 4 45 1 1
201395315166 13 1 1 2 1 3 20 0 3 5 45 1 1
201395315179 11 1 1 2 1 3 20 0 1 4 25 1 1
201395315184 22 3 1 2 2 3 20 0 5 4 35 1 2
201395315188 13 1 1 2 1 3 20 0 1 2 25 1 1
201395315208 12 1 1 2 2 3 20 0 1 2 25 1 1
201395315213 13 1 1 2 2 3 20 0 5 4 35 1 1
201395315215 17 1 1 2 1 3 0 0 1 2 25 1 1
201395315218 12 1 1 2 1 3 20 1 1 2 45 1 1
201395315220 15 1 10 2 3 3 20 0 3 1 40 1 1
201395315222 2 2 1 1 1 7 1 0 1 2 30 2 2
201395315259 21 3 1 2 1 3 8 1 3 2 55 1 1
201395315290 10 1 1 2 3 7 20 0 1 2 35 1 1
201395315304 20 5 1 2 1 3 20 0 1 2 35 2 1
201395315393 13 1 10 2 3 3 20 0 1 2 45 1 1
201395315402 10 1 1 2 2 3 20 0 3 2 30 1 1
201395315403 22 2 1 2 1 5 0 0 3 4 55 1 1
201395315409 22 1 1 2 2 3 20 0 1 2 15 1 1
201395315417 14 1 1 2 2 3 20 0 2 4 30 2 1
201395315473 16 1 1 2 3 8 0 0 1 4 35 1 1
201395315504 15 1 1 2 2 7 0 1 1 2 35 1 1
201395315539 23 3 1 1 1 7 1 1 1 2 35 1 1
201395315579 8 1 1 2 1 5 0 0 3 2 65 2 1
201395315604 3 2 1 2 1 3 1 0 1 4 40 1 1
201395315655 17 1 1 2 2 3 1 0 5 5 40 1 1
201395315675 11 1 1 2 1 3 20 1 1 2 30 1 1
201395315709 17 1 1 2 3 3 20 0 1 2 25 1 1
201395315712 7 1 1 2 1 3 20 0 3 4 70 1 1
201395315715 6 4 1 2 2 3 20 0 1 2 30 1 1
201395315723 11 1 1 2 1 3 20 1 3 3 70 1 1
201395315745 15 1 1 2 1 3 20 0 2 5 35 1 1
201395315749 16 1 1 2 2 3 20 1 5 4 45 1 1
201395315772 18 1 1 2 2 3 20 0 1 2 30 1 1
201395315838 19 1 1 2 2 3 0 1 2 2 40 1 1
201395315860 20 3 1 1 1 7 0 1 6 1 25 2 1
201395315900 16 1 1 2 2 3 20 1 1 2 30 1 1
201395315908 9 1 1 2 1 3 20 0 3 3 40 1 1
201395315911 15 1 1 2 1 3 20 0 1 2 35 1 1
201395315928 22 3 1 2 2 3 20 1 1 2 20 1 1
201395315966 20 2 2 2 1 5 0 1 6 3 70 3 2
201395315970 21 2 2 2 3 3 20 1 1 2 25 1 2
201395315982 9 1 10 2 1 3 1 0 3 2 55 1 2
201395316000 16 1 10 2 3 3 20 0 1 2 15 1 1
201395316024 10 1 1 2 2 3 20 0 2 6 45 1 1
201395316138 7 1 1 2 2 3 1 1 3 1 35 1 1
201395316151 19 5 1 2 1 3 8 0 1 6 45 2 1
201395316170 11 1 2 2 1 3 20 0 3 3 70 1 2
201395316264 21 2 1 2 3 3 1 0 1 2 35 1 1
201395316328 17 1 1 2 1 5 0 0 1 2 30 1 11
201395316363 13 1 2 2 1 3 20 0 1 2 25 1 2
201395316370 12 1 10 2 1 3 8 0 3 2 35 1 1
201395316371 14 1 10 1 1 3 20 1 1 2 60 1 1
201395316379 11 1 1 1 2 3 20 0 1 2 30 1 1
201395316402 17 1 2 2 1 3 1 1 3 3 70 1 2
201395316404 8 1 1 2 1 1 20 1 2 2 25 1 1
201395316426 15 1 10 2 1 3 20 1 1 6 45 1 1
201395316436 16 1 1 2 1 3 1 1 1 2 45 1 1
201395316447 14 1 2 2 1 3 20 0 2 3 40 1 2
201395316496 17 1 1 2 3 3 20 0 1 2 20 1 1
201395316502 5 4 1 1 3 3 1 1 2 3 45 1 1
201395316515 17 1 2 2 1 3 20 0 2 4 45 2 2
201395316520 18 5 2 2 2 3 20 1 1 2 30 1 2
201395316599 8 1 1 2 1 5 0 0 2 2 45 1 1
201395316663 21 3 10 2 2 3 20 1 5 6 45 1 1
201395316667 16 1 10 2 2 3 20 0 2 2 35 1 1
201395316668 17 1 1 2 3 3 20 0 1 2 35 1 1
201395316670 2 2 1 1 6 5 0 1 1 2 25 3 1
201395316675 12 1 1 2 2 3 20 0 2 4 35 2 1
201395316690 13 1 1 2 1 3 20 1 3 3 70 1 1
201395316692 16 1 1 2 1 3 20 0 3 3 45 1 1
201395316706 16 1 10 2 1 3 1 1 3 3 20 1 1
201395316713 14 1 10 2 1 3 20 0 1 2 25 1 1
201395316714 15 1 2 2 1 3 20 0 3 2 25 1 2
201395316719 17 1 1 2 2 3 20 0 1 2 45 1 2
201395316728 8 1 1 2 2 3 0 0 1 5 35 1 1
201395316734 6 3 1 2 1 3 20 1 2 2 45 1 1
201395316762 12 1 1 2 1 3 20 0 5 4 45 1 1
201395316780 11 1 1 2 3 3 20 0 5 4 35 1 1
201395316787 15 1 1 1 3 3 20 0 3 3 45 1 1
201395316792 21 2 2 1 1 3 20 1 4 2 45 1 2
201395316795 7 4 1 2 2 1 20 1 1 4 40 1 1
201395316802 7 1 2 2 1 3 20 0 4 2 70 1 2
201395316814 12 1 10 2 1 3 20 0 3 4 55 1 2
201395316837 2 3 1 1 1 3 1 1 3 5 55 1 1
201395316849 16 1 1 2 1 3 0 0 3 3 55 1 1
201395316851 20 2 1 2 2 3 1 1 3 2 45 1 1
201395316927 18 1 1 2 2 3 0 0 1 2 35 1 1
201395316951 2 3 1 1 1 3 20 1 1 2 25 1 1
201395316966 1 2 1 2 1 2 1 1 1 2 45 1 1
201395316987 16 1 1 2 2 3 1 0 1 2 30 1 1
201395317041 18 5 2 2 1 5 0 1 5 3 45 1 2
201395317058 19 3 1 2 1 3 20 0 1 2 40 1 1
201395317063 22 2 1 2 1 7 1 1 1 2 45 1 1
201395317075 12 1 1 2 1 3 8 0 1 2 35 1 1
201395317084 18 1 1 2 1 5 0 1 6 2 45 2 1
201395317090 18 1 1 2 1 5 0 0 2 1 35 2 1
201395317128 16 1 1 2 1 3 20 0 5 6 40 1 1
201395317178 7 1 1 2 3 1 0 0 1 2 25 1 1
201395317201 6 2 1 2 3 3 1 0 1 2 30 1 1
201395317213 21 2 10 1 1 3 1 1 6 1 70 3 2
201395317217 17 1 10 2 3 3 20 0 1 2 10 1 2
201395317237 22 2 1 1 1 3 20 1 3 2 55 1 1
201395317239 20 2 1 1 1 3 1 1 1 2 35 1 1
201395317254 9 1 2 1 1 7 0 1 3 3 55 1 2
201395317346 20 3 1 2 1 3 1 1 1 2 45 1 1
201395317375 17 1 1 2 1 3 20 0 3 3 45 1 1
201395317387 11 1 2 2 1 5 0 0 1 4 45 1 6
201395317417 13 1 1 2 1 3 1 1 2 2 30 1 1
201395317431 7 1 1 2 1 5 0 0 1 2 45 1 1
201395317456 1 3 1 1 2 2 0 1 1 2 40 1 1
201395317502 8 1 1 2 1 3 1 0 1 2 30 3 1
201395317542 6 4 1 2 1 3 20 0 1 2 15 1 1
201395317558 10 1 1 2 3 3 20 0 1 2 20 1 1
201395317579 12 1 1 2 2 3 0 0 2 2 40 1 1
201395317585 20 2 1 2 2 3 1 0 1 2 45 1 1
201395317688 18 1 2 2 2 3 20 0 3 3 45 1 2
201395317699 18 5 10 2 3 3 20 1 1 2 15 1 2
201395317708 13 1 1 2 3 3 20 0 1 2 35 1 1
201395317731 16 1 10 2 2 3 20 0 3 3 40 1 1
201395317737 19 3 1 2 3 3 20 0 1 2 30 1 1
201395317745 21 3 1 2 2 3 20 0 2 3 30 1 1
201395317762 18 5 1 2 2 3 20 0 3 4 45 1 1
201395317805 14 1 1 2 1 3 1 0 1 2 35 1 1
201395317811 19 3 1 2 1 3 0 0 1 2 35 1 1
201395317877 18 3 1 2 1 3 1 0 1 2 35 1 1
201395317920 2 2 1 2 1 5 0 0 1 2 30 3 1
201395317924 18 5 1 2 2 3 20 0 3 2 45 1 1
201395317945 13 1 1 2 1 3 20 0 3 3 45 1 1
201395317950 23 3 10 1 2 3 1 0 3 3 45 1 1
201395317962 11 1 1 2 2 3 20 0 1 3 35 1 1
201395318094 14 1 1 2 1 3 20 0 6 1 30 1 1
201395318113 0 3 1 1 1 3 1 1 2 1 35 1 1
201395318143 14 1 1 2 1 3 20 0 2 3 40 1 1
201395318165 10 1 10 2 1 3 1 1 2 2 50 1 1
201395318182 16 1 1 2 1 3 20 0 3 3 45 1 1
201395318186 6 3 10 2 1 3 20 0 5 4 35 1 2
201395318210 11 1 1 2 3 3 20 0 1 2 25 1 1
201395318215 9 1 1 2 1 3 20 0 5 4 35 1 1
201395318224 15 1 1 2 2 3 0 0 5 4 40 1 1
201395318248 9 1 1 2 3 3 20 0 1 2 30 1 1
201395318262 16 1 1 2 1 3 20 0 3 1 45 1 1
201395318287 19 3 1 1 1 3 20 0 1 2 25 1 1
201395318374 12 1 1 2 4 3 1 1 1 6 45 1 1
201395318422 8 1 2 2 2 3 1 0 1 2 40 1 2
201395318433 16 1 1 2 1 3 0 0 4 1 15 1 1
201395318441 14 1 1 2 2 3 20 0 1 6 35 1 1
201395318445 14 1 1 2 2 3 20 0 1 3 35 1 1
201395318461 11 1 1 2 2 3 2 0 3 3 30 1 1
201395318463 9 1 1 2 1 3 20 0 1 2 30 1 1
201395318477 18 3 2 2 1 3 20 1 5 6 45 1 2
201395318479 18 3 1 2 1 3 20 0 3 3 45 1 1
201395318482 7 4 1 2 3 3 20 0 1 2 25 1 1
201395318491 17 1 10 2 1 3 1 1 2 1 35 1 1
201395318492 3 3 1 2 1 5 0 1 3 3 45 1 1
201395318515 9 1 10 2 2 3 20 0 5 3 40 1 1
201395318521 9 1 10 2 1 7 20 0 1 2 30 1 1
201395318528 5 2 1 2 1 7 20 0 3 2 70 1 1
201395318534 11 1 1 2 1 3 1 0 3 2 45 1 1
201395318536 18 2 10 2 1 3 20 0 1 2 40 1 1
201395318580 20 2 1 2 1 3 20 0 6 1 55 1 1
201395318597 15 1 1 1 1 3 8 0 3 4 55 1 1
201395318634 11 1 1 2 1 3 0 1 1 2 40 1 1
201395318710 14 1 1 2 3 3 0 0 1 2 25 2 1
201395318713 12 1 1 2 1 3 20 1 1 4 45 1 1
201395318719 2 2 1 1 1 1 1 0 2 2 45 1 1
201395318756 20 3 1 2 1 3 20 1 3 3 45 1 1
201395318760 11 1 10 2 1 3 20 0 1 4 35 1 2
201395318767 19 5 1 2 2 3 1 1 5 4 45 1 1
201395318778 22 3 1 2 2 3 20 0 1 7 45 1 1
201395318781 18 1 1 2 2 3 20 0 1 2 15 1 1
201395318794 14 1 1 2 2 3 20 1 1 6 40 1 1
201395318797 20 3 2 2 5 3 20 0 5 2 25 2 2
201395318821 22 3 1 2 2 3 1 0 3 4 45 1 1
201395318846 12 1 10 2 1 3 20 1 1 2 15 1 1
201395318855 17 1 1 2 1 3 1 1 1 2 35 2 1
201395318861 16 1 1 2 1 3 20 1 1 4 30 1 1
201395318863 18 3 1 2 1 3 0 0 1 6 35 1 1
201395318909 11 1 1 2 2 3 8 0 5 6 45 1 1
201395318947 22 2 1 2 1 3 1 0 1 2 40 2 1
201395318964 12 1 2 2 1 3 20 0 3 3 45 1 2
201395319015 22 2 1 2 1 3 20 1 1 2 35 3 1
201395319068 22 3 1 2 2 3 20 0 5 6 45 1 1
201395319075 16 1 1 2 1 3 20 0 5 6 45 1 1
201395319080 14 1 10 1 1 3 20 1 3 2 70 1 1
201395319088 20 3 1 2 2 3 20 1 5 4 45 1 1
201395319101 6 1 1 2 1 3 20 0 6 1 70 2 1
201395319173 14 1 1 2 3 3 0 0 1 2 40 1 1
201395319181 11 1 1 2 1 3 20 1 1 2 40 1 1
201395319281 15 1 1 2 2 3 1 0 1 2 40 1 1
201395319295 8 1 1 2 3 3 20 0 1 2 30 1 1
201395319312 14 1 1 2 2 3 20 0 1 2 40 1 1
201395319322 22 2 1 1 2 3 20 1 3 2 55 1 1
201395319328 20 3 10 2 3 3 20 1 1 2 35 1 3
201395319337 17 5 1 2 1 3 8 0 1 2 30 3 1
201395319349 18 3 1 2 1 3 20 1 1 4 45 1 1
201395319355 12 1 1 2 1 3 20 0 1 2 45 1 1
201395319415 20 3 1 2 1 3 20 0 1 4 40 1 1
201395319418 6 4 2 2 1 3 0 1 1 2 35 1 2
201395319537 6 2 2 2 2 3 1 0 1 2 45 1 2
201395319585 15 1 1 2 1 3 1 1 3 2 55 1 1
201395319601 19 3 10 2 2 3 1 0 3 3 50 1 2
201395319604 18 2 10 2 3 3 20 0 4 1 15 1 1
201395319610 7 1 1 2 3 3 20 1 4 2 45 1 1
201395319611 16 5 2 2 2 3 1 1 1 2 25 1 2
201395319653 8 1 1 2 2 3 2 0 1 2 45 1 1
201395319665 18 3 1 2 3 3 20 1 1 2 45 1 1
201395319673 15 1 1 2 3 3 20 0 3 3 45 1 1
201395319680 10 1 1 2 1 3 20 1 1 2 25 1 1
201395319711 18 3 1 2 2 3 20 0 5 4 45 1 1
201395319713 8 1 1 2 2 3 1 0 5 4 40 1 1
201395319740 12 1 10 2 1 3 20 0 1 2 10 1 1
201395319770 9 1 10 2 1 3 1 1 2 2 35 2 1
201395319792 15 1 1 2 1 3 20 0 1 6 45 1 1
201395319797 8 1 1 2 1 3 20 0 1 2 30 1 1
201395319832 3 3 1 2 1 3 1 1 1 2 35 3 1
201395319841 16 5 1 2 1 3 20 0 5 6 40 1 1
201395319870 10 1 1 2 2 3 0 0 5 6 45 1 1
201395319873 15 1 1 2 2 3 20 0 3 2 25 1 1
201395319897 12 1 1 2 3 5 0 0 3 2 45 1 1
201395319909 12 1 1 2 1 5 0 0 1 2 25 3 1
201395319984 21 3 1 2 2 3 0 0 2 2 40 1 1
201395319989 12 1 1 2 2 3 0 0 4 1 25 1 1
201395320125 14 1 2 2 1 3 20 0 1 2 45 3 2
201395320149 6 1 1 2 1 3 1 0 1 2 45 1 1
201395320166 18 3 10 1 1 3 1 1 5 6 40 1 2
201395320188 15 1 1 2 1 3 20 0 2 2 40 1 1
201395320260 17 2 3 2 1 3 20 0 3 2 65 1 4
201395320264 18 2 3 2 1 3 1 0 3 2 55 1 4
201395320310 13 1 10 2 1 7 1 0 1 2 30 1 1
201395320345 9 1 1 2 1 5 0 0 3 2 40 1 1
201395320350 13 1 1 2 2 3 0 0 1 2 30 1 1
201395320354 23 2 1 2 1 3 20 0 1 2 45 1 1
201395320357 16 5 1 2 3 3 20 0 1 2 45 1 1
201395320359 20 2 1 2 1 3 20 0 1 2 25 1 1
201395320362 15 1 1 2 2 3 2 1 1 2 25 1 1
201395320364 7 1 1 2 1 3 1 1 3 4 70 1 1
201395320377 22 3 1 1 1 3 1 0 1 2 30 1 1
201395320378 18 5 1 2 2 3 20 1 3 2 40 1 1
201395320381 8 1 1 2 2 3 20 0 1 2 35 1 1
201395320387 12 1 1 2 1 3 20 0 1 2 45 1 1
201395320388 8 1 1 2 3 3 20 1 1 4 40 1 1
201395320390 11 1 1 2 1 5 0 0 1 4 40 1 1
201395320415 12 1 1 2 2 3 20 0 3 2 20 1 1
201395320418 5 2 1 2 1 3 8 1 2 3 70 1 1
201395320421 5 2 1 2 1 3 8 1 1 2 15 3 1
201395320433 14 1 1 2 4 3 20 1 5 4 40 1 1
201395320441 18 5 1 2 1 3 20 0 3 2 35 1 1
201395320447 10 1 1 2 2 3 20 0 5 6 45 1 1
201395320452 17 1 1 2 1 3 20 0 3 3 45 1 1
201395320453 22 3 1 2 2 3 20 1 5 4 40 1 1
201395320464 16 1 1 2 1 3 20 0 1 4 35 1 1
201395320467 13 1 1 2 3 3 20 0 1 2 20 1 1
201395320493 15 1 1 2 3 3 20 0 5 4 35 1 1
201395320494 12 1 1 2 2 3 20 0 1 2 30 1 1
201395320560 15 1 1 2 2 3 0 1 1 2 35 1 1
201395320589 17 3 1 2 3 3 20 0 1 2 35 1 1
201395320637 18 2 1 1 1 3 1 1 2 2 55 1 1
201395320638 1 2 1 1 1 7 1 1 5 6 45 1 1
201395320680 15 1 1 2 2 3 20 0 1 4 35 1 1
201395320690 10 1 1 2 2 3 1 0 1 5 40 1 1
201395320745 23 3 2 1 1 7 1 0 2 2 30 1 2
201395320755 16 1 1 2 1 3 20 0 2 2 40 1 1
201395320802 16 1 1 2 2 7 20 1 5 5 40 1 1
201395320911 7 1 10 2 1 5 0 0 1 2 55 1 1
201395320919 12 1 1 2 1 3 20 0 1 2 30 3 1
201395320921 9 1 1 2 1 3 20 0 3 3 70 1 1
201395320930 18 2 1 2 3 3 20 0 3 2 55 1 1
201395320939 16 1 10 2 1 3 20 1 3 4 45 1 1
201395320973 12 1 10 2 2 3 20 0 4 2 35 1 1
201395321030 17 1 10 2 3 3 20 0 1 2 25 1 1
201395321033 0 3 1 1 1 3 20 0 2 2 40 3 1
201395321049 23 3 2 2 2 3 20 1 1 4 40 1 2
201395321187 5 2 2 1 1 3 20 0 1 2 45 1 2
201395321222 18 3 2 2 2 3 1 0 1 2 30 1 2
201395321234 22 3 2 2 2 3 20 0 5 4 40 1 2
201395321255 11 1 4 2 2 3 1 0 5 4 40 1 2
201395321293 17 2 1 2 2 3 1 1 2 2 45 1 1
201395321346 18 3 2 2 3 3 20 0 2 2 35 1 2
201395321354 16 1 1 2 2 3 8 1 2 2 40 1 1
201395321401 18 1 1 2 2 3 1 1 2 1 45 1 1
201395411519 20 1 2 2 2 3 1 0 1 2 55 1 2
201395411554 23 2 1 1 1 3 20 0 1 2 55 3 1
201395411567 16 1 10 1 1 3 20 0 1 2 45 2 4
201395411589 2 2 1 2 1 3 0 1 1 2 55 1 1
201395411600 11 1 2 2 2 3 20 0 1 2 45 1 6
201395411637 18 3 1 2 1 3 1 0 1 2 35 1 1
201395411647 17 3 10 2 1 3 1 0 1 2 45 1 1
201395411811 9 1 1 2 1 3 0 0 1 2 55 3 1
201395411826 23 2 10 2 2 3 20 0 1 2 45 1 1
201395413464 7 1 1 2 1 3 20 0 3 3 55 1 1
201395413471 10 1 1 2 3 3 20 0 2 3 35 1 1
201395413496 11 1 1 2 2 3 1 0 3 3 45 1 1
201395413501 13 1 1 2 1 3 20 0 3 2 45 1 1
201395413542 21 3 1 2 2 3 1 0 1 2 45 1 1
201395413560 14 1 1 2 2 3 20 1 1 3 35 1 1
201395413570 17 5 1 2 1 3 1 0 3 2 45 1 1
201395413583 16 1 1 2 2 3 20 0 2 3 45 1 1
201395413590 6 4 1 2 2 7 20 1 3 2 45 1 1
201395413605 5 2 1 1 1 7 8 0 1 2 55 3 1
201395413641 19 3 2 2 1 3 20 0 3 3 70 1 2
201395413694 8 1 2 2 1 3 1 0 3 3 60 1 2
201395413705 12 1 10 2 2 3 20 0 3 3 25 1 1
201395413708 9 1 1 2 3 3 20 0 3 3 45 1 2
201395413748 7 1 2 2 1 3 1 0 1 2 45 2 2
201395413763 19 2 2 2 1 7 20 0 3 2 55 1 2
201395413777 19 2 2 2 1 3 20 0 1 2 35 1 2
201395413814 15 1 1 2 2 3 1 1 2 3 45 1 1
201395413839 11 1 2 2 1 3 20 1 3 3 55 1 2
201395413852 16 1 1 2 3 3 20 0 1 2 35 1 1
201395413889 14 1 1 2 1 7 20 0 1 2 55 1 1
201395413891 7 1 1 2 1 3 1 0 1 2 45 1 1
201395413934 11 1 2 2 3 3 20 0 1 2 55 1 2
201395414179 15 1 2 2 3 3 20 0 3 3 25 1 2
201395414181 11 1 2 2 1 7 1 1 3 3 35 1 2
201395414189 9 1 1 2 1 3 20 0 2 3 45 1 1
201395414242 19 2 1 2 1 3 1 1 2 1 35 1 1
201395414245 12 1 2 2 1 3 20 0 1 2 5 1 2
201395414258 15 1 1 2 1 3 20 0 3 3 35 1 1
201395414260 16 1 1 2 1 7 1 1 1 2 35 1 1
201395414276 15 1 1 2 2 3 20 1 1 2 35 1 1
201395414340 8 1 1 2 1 3 20 0 3 3 60 1 1
201395414380 18 2 1 1 2 3 1 1 3 2 55 1 2
201395414400 14 1 1 2 2 3 20 0 2 3 45 1 1
201395414409 11 1 1 2 2 3 20 0 2 2 45 1 1
201395414422 14 1 1 2 2 3 20 0 3 3 35 1 1
201395414433 12 1 1 1 3 7 0 1 1 2 25 1 1
201395414444 19 2 1 1 1 7 0 1 1 2 55 3 1
201395414488 12 1 1 2 1 3 20 1 3 2 45 1 1
201395414511 21 2 1 2 2 3 20 1 3 3 45 1 1
201395414514 12 1 1 2 3 3 20 0 2 2 35 1 1
201395414515 13 1 1 2 3 3 20 0 3 2 35 1 1
201395414523 17 5 1 2 2 3 1 1 1 2 45 1 1
201395414528 10 1 1 2 3 3 1 1 3 2 45 1 1
201395414538 16 1 1 2 1 3 20 0 1 2 35 1 1
201395414561 8 1 2 2 1 3 20 0 3 2 45 1 2
201395414564 11 1 1 2 2 3 20 0 3 3 45 1 1
201395414571 18 3 1 2 2 3 20 0 3 2 25 1 1
201395414580 21 2 1 2 1 3 20 1 3 3 25 1 1
201395414626 9 1 1 2 1 3 0 1 1 2 45 1 1
201395414635 19 2 1 2 2 3 2 0 1 2 55 1 1
201395414661 8 1 2 2 1 3 1 0 1 2 45 1 2
201395414684 17 1 1 2 2 3 0 0 1 2 55 1 1
201395414698 16 1 1 2 1 3 1 0 1 2 45 1 1
201395414710 1 2 3 2 1 7 1 1 1 2 55 1 2
201395414716 19 2 1 1 1 3 1 0 1 2 55 3 1
201395414725 1 3 10 1 1 7 20 0 1 2 35 3 1
201395414866 13 1 1 2 3 3 1 0 1 2 55 1 1
201395414890 16 1 1 2 1 7 20 1 1 2 55 2 1
201395415124 8 1 1 2 1 3 1 0 3 3 55 1 1
201395415146 8 1 1 2 1 3 1 0 3 3 55 1 1
201395415167 1 2 1 1 2 3 20 0 2 3 45 1 1
201395415193 12 1 1 2 2 7 20 0 1 2 35 1 1
201395415240 9 1 1 2 3 3 20 0 1 3 45 1 1
201395415262 15 1 1 2 1 3 20 0 2 2 35 1 1
201395415297 1 2 2 2 1 7 1 1 2 3 70 1 2
201395415301 14 1 2 2 1 7 20 0 2 4 65 1 2
201395415311 12 1 1 2 2 3 20 0 2 2 45 1 1
201395415359 19 2 1 2 2 3 20 0 3 3 45 1 1
201395415366 20 2 1 2 1 3 1 0 1 2 45 1 1
201395415367 22 3 2 2 1 3 20 0 1 2 25 3 2
201395415374 17 1 1 2 2 3 1 0 2 2 45 1 1
201395415384 17 1 10 2 1 3 1 1 3 3 70 1 1
201395415406 19 2 1 2 1 3 20 0 3 2 45 1 1
201395415419 17 5 2 2 1 3 20 0 1 2 15 1 2
201395415431 16 1 1 2 1 3 20 0 2 2 45 1 1
201395415458 3 2 1 1 1 7 1 1 2 3 70 1 1
201395415471 7 1 1 2 1 3 20 1 1 2 45 3 1
201395415483 14 1 10 2 1 7 20 1 1 2 55 3 1
201395415499 13 1 1 2 1 3 20 0 6 1 65 1 1
201395415555 7 3 1 2 1 3 8 1 3 2 55 3 1
201395415570 0 2 2 1 1 3 20 1 3 3 55 1 2
201395415577 15 1 1 2 1 3 20 0 3 3 55 1 1
201395415585 8 1 1 2 3 3 20 0 3 2 35 1 1
201395415594 19 2 1 2 1 3 20 0 1 4 25 1 1
201395415607 18 5 1 2 2 7 1 1 3 2 45 1 1
201395415616 17 1 1 2 2 3 20 0 3 3 45 1 1
201395415631 17 1 1 2 1 3 20 0 2 2 35 2 1
201395415685 19 2 2 1 1 7 20 0 1 2 35 1 2
201395415692 9 1 1 2 1 3 20 0 1 2 45 1 10
201395415694 10 1 1 2 2 1 20 0 2 2 45 1 2
201395415741 16 1 1 2 1 3 20 0 6 1 55 1 1
201395415768 21 2 2 2 1 3 1 0 1 2 45 1 2
201395415810 23 3 1 1 3 3 20 0 3 2 45 1 1
201395415824 15 1 1 2 1 3 1 0 3 3 35 1 1
201395415830 0 3 1 2 2 3 20 0 1 2 25 1 1
201395415843 22 3 1 2 1 0 1 1 2 3 45 1 1
201395415846 16 5 1 2 1 3 20 0 6 1 25 3 1
201395415866 15 1 1 2 4 3 1 0 1 2 35 3 1
201395415879 14 1 1 2 1 3 20 1 3 3 55 3 1
201395415883 17 1 1 2 1 3 1 0 3 3 55 3 1
201395415886 13 3 1 2 1 3 20 0 6 1 35 1 1
201395415910 0 2 1 1 2 7 20 1 2 2 45 1 1
201395415940 17 1 1 2 2 3 1 0 1 4 45 1 1
201395415948 8 1 1 2 3 3 20 0 1 2 35 1 1
201395415949 14 1 1 2 2 3 20 0 1 3 35 1 1
201395415980 20 2 1 2 1 3 20 1 3 3 70 1 1
201395416048 14 1 1 2 2 3 20 0 4 3 25 1 1
201395416073 2 3 1 1 1 7 1 1 2 2 40 1 1
201395416082 8 1 1 2 3 3 20 0 1 2 35 1 1
201395416097 21 2 1 1 1 3 1 1 3 3 55 1 1
201395416140 21 2 3 2 1 3 20 1 5 4 45 1 2
201395416149 5 2 3 2 1 3 20 0 3 4 65 1 4
201395416172 17 1 1 2 2 3 20 0 1 5 35 1 1
201395416173 17 1 1 2 2 3 1 1 3 2 45 1 1
201395416188 21 2 1 1 1 3 20 1 3 3 45 1 1
201395416203 17 1 1 2 2 3 2 1 3 2 35 1 1
201395416241 6 1 10 2 1 3 20 0 1 2 55 1 1
201395416248 5 2 2 2 1 3 2 0 3 2 65 1 2
201395416261 1 2 2 2 1 3 1 0 1 2 45 2 2
201395416310 9 1 1 2 2 3 20 0 3 2 25 1 2
201395416316 22 3 1 2 3 3 20 0 1 2 25 1 1
201395416329 21 5 4 2 1 3 20 1 2 2 60 1 4
201395416333 8 1 1 2 1 3 20 0 3 3 60 1 1
201395416351 11 1 1 2 1 3 20 0 2 2 40 1 1
201395416356 16 1 1 2 2 3 1 1 3 2 35 1 1
201395416364 16 1 4 2 2 3 20 0 3 3 45 1 2
201395416383 16 5 1 2 2 3 20 0 3 2 35 1 1
201395416398 7 1 1 2 3 3 20 0 1 2 35 1 1
